facility_name,facility_id,state,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date,footnote,risk_band,condition
DODGE COUNTY HOSPITAL,110092,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
DODGE COUNTY HOSPITAL,110092,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
DODGE COUNTY HOSPITAL,110092,GA,READM-30-COPD-HRRP,0.9368,15.7512,16.8145,,,2020-07-01,2023-06-30,,Low,COPD
DODGE COUNTY HOSPITAL,110092,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
DODGE COUNTY HOSPITAL,110092,GA,READM-30-AMI-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Acute Myocardial Infarction
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-PN-HRRP,1.0552,16.5361,15.6705,226.0,41.0,2020-07-01,2023-06-30,,High,Pneumonia
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-HF-HRRP,1.0479,20.2273,19.3036,226.0,49.0,2020-07-01,2023-06-30,,High,Heart Failure
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-COPD-HRRP,1.015,19.7338,19.4422,127.0,26.0,2020-07-01,2023-06-30,,Elevated,COPD
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
TIFT REGIONAL MEDICAL CENTER,110095,GA,READM-30-AMI-HRRP,0.9595,12.2608,12.7778,,,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
JEFFERSON HOSPITAL,110100,GA,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
JEFFERSON HOSPITAL,110100,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
JEFFERSON HOSPITAL,110100,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
JEFFERSON HOSPITAL,110100,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
JEFFERSON HOSPITAL,110100,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
JEFFERSON HOSPITAL,110100,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,110101,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-PN-HRRP,1.0486,16.9145,16.1299,111.0,22.0,2020-07-01,2023-06-30,,High,Pneumonia
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-HF-HRRP,0.9623,17.7296,18.4236,77.0,11.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-COPD-HRRP,0.9891,14.64,14.8017,,,2020-07-01,2023-06-30,,Moderate,COPD
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
CRISP REGIONAL HOSPITAL,110104,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-PN-HRRP,1.1731,18.1151,15.4423,150.0,38.0,2020-07-01,2023-06-30,,High,Pneumonia
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-HF-HRRP,1.1491,22.1432,19.2697,181.0,50.0,2020-07-01,2023-06-30,,High,Heart Failure
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-COPD-HRRP,1.1058,20.3789,18.4292,82.0,23.0,2020-07-01,2023-06-30,,High,COPD
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COLQUITT REGIONAL MEDICAL CENTER,110105,GA,READM-30-AMI-HRRP,0.939,15.709,16.7289,,,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-PN-HRRP,0.9882,17.1478,17.3534,343.0,58.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-HIP-KNEE-HRRP,0.9297,4.9743,5.3505,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-HF-HRRP,0.956,19.9189,20.8366,493.0,95.0,2020-07-01,2023-06-30,,Low,Heart Failure
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-COPD-HRRP,0.9776,19.3961,19.8403,131.0,24.0,2020-07-01,2023-06-30,,Moderate,COPD
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-CABG-HRRP,0.965,9.9323,10.2925,203.0,19.0,2020-07-01,2023-06-30,,Moderate,CABG
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,GA,READM-30-AMI-HRRP,0.9848,13.4858,13.6934,391.0,52.0,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
EMANUEL MEDICAL CENTER,110109,GA,READM-30-PN-HRRP,0.9726,15.2118,15.6406,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
EMANUEL MEDICAL CENTER,110109,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
EMANUEL MEDICAL CENTER,110109,GA,READM-30-HF-HRRP,1.0215,20.4157,19.9855,71.0,16.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
EMANUEL MEDICAL CENTER,110109,GA,READM-30-COPD-HRRP,0.9707,18.4357,18.9918,,,2020-07-01,2023-06-30,,Moderate,COPD
EMANUEL MEDICAL CENTER,110109,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
EMANUEL MEDICAL CENTER,110109,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-PN-HRRP,1.0679,13.9551,13.0676,,,2020-07-01,2023-06-30,,High,Pneumonia
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,110111,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
BURKE MEDICAL CENTER,110113,GA,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
BURKE MEDICAL CENTER,110113,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
BURKE MEDICAL CENTER,110113,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
BURKE MEDICAL CENTER,110113,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
BURKE MEDICAL CENTER,110113,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
BURKE MEDICAL CENTER,110113,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
ARCHBOLD GRADY,110121,GA,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
ARCHBOLD GRADY,110121,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
ARCHBOLD GRADY,110121,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
ARCHBOLD GRADY,110121,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
ARCHBOLD GRADY,110121,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
ARCHBOLD GRADY,110121,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
SGMC HEALTH,110122,GA,READM-30-PN-HRRP,0.9705,16.253,16.7478,554.0,88.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
SGMC HEALTH,110122,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
SGMC HEALTH,110122,GA,READM-30-HF-HRRP,1.0816,22.0186,20.358,474.0,110.0,2020-07-01,2023-06-30,,High,Heart Failure
SGMC HEALTH,110122,GA,READM-30-COPD-HRRP,1.0244,18.1725,17.7399,190.0,36.0,2020-07-01,2023-06-30,,Elevated,COPD
SGMC HEALTH,110122,GA,READM-30-CABG-HRRP,0.9267,8.6354,9.3185,,,2020-07-01,2023-06-30,,Low,CABG
SGMC HEALTH,110122,GA,READM-30-AMI-HRRP,1.0519,14.7787,14.0497,200.0,32.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-PN-HRRP,0.9488,14.3396,15.1135,115.0,13.0,2020-07-01,2023-06-30,,Low,Pneumonia
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-HF-HRRP,0.9963,20.1465,20.222,,,2020-07-01,2023-06-30,,Moderate,Heart Failure
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-COPD-HRRP,1.013,19.8983,19.6423,,,2020-07-01,2023-06-30,,Elevated,COPD
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-PN-HRRP,1.0092,16.3684,16.2189,320.0,53.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-HF-HRRP,1.0278,21.5816,20.9977,204.0,46.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-COPD-HRRP,1.0053,17.2317,17.1416,62.0,11.0,2020-07-01,2023-06-30,,Elevated,COPD
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
FAIRVIEW PARK HOSPITAL,110125,GA,READM-30-AMI-HRRP,1.0178,14.0675,13.821,,,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-PN-HRRP,0.9607,15.1931,15.8139,90.0,11.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-HF-HRRP,0.9275,17.2035,18.5483,129.0,17.0,2020-07-01,2023-06-30,,Low,Heart Failure
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-COPD-HRRP,1.0509,16.3975,15.6034,,,2020-07-01,2023-06-30,,High,COPD
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MEMORIAL HEALTH MEADOWS HOSPITAL,110128,GA,READM-30-AMI-HRRP,0.9657,11.5329,11.9421,,,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-PN-HRRP,0.9994,15.4233,15.4327,305.0,47.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-HIP-KNEE-HRRP,0.8924,4.1592,4.6606,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-HF-HRRP,0.9236,16.9162,18.3161,511.0,81.0,2020-07-01,2023-06-30,,Low,Heart Failure
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-COPD-HRRP,0.9606,17.1447,17.8478,125.0,19.0,2020-07-01,2023-06-30,,Moderate,COPD
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-CABG-HRRP,0.9858,11.383,11.5466,,,2020-07-01,2023-06-30,,Moderate,CABG
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,GA,READM-30-AMI-HRRP,0.9389,10.7871,11.4892,194.0,18.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-PN-HRRP,0.9923,13.7823,13.8891,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-HF-HRRP,1.0156,18.2377,17.9567,,,2020-07-01,2023-06-30,,Elevated,Heart Failure
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MEMORIAL HOSPITAL AND MANOR,110132,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-PN-HRRP,0.9957,15.4841,15.5513,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-HF-HRRP,1.0645,18.6045,17.4776,36.0,11.0,2020-07-01,2023-06-30,,High,Heart Failure
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-COPD-HRRP,0.9967,17.9263,17.9848,,,2020-07-01,2023-06-30,,Moderate,COPD
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
TAYLOR REGIONAL HOSPITAL,110135,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-PN-HRRP,0.974,15.5641,15.9802,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
EVANS MEMORIAL HOSPITAL,110142,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-PN-HRRP,0.9886,16.1491,16.3352,333.0,53.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-HIP-KNEE-HRRP,1.3185,7.1799,5.4456,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-HF-HRRP,1.0004,20.7069,20.6993,449.0,93.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-COPD-HRRP,1.0004,18.8864,18.8791,74.0,14.0,2020-07-01,2023-06-30,,Elevated,COPD
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
WELLSTAR COBB MEDICAL CENTER,110143,GA,READM-30-AMI-HRRP,1.0193,14.0147,13.7492,72.0,11.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-PN-HRRP,0.9022,13.2802,14.7204,,,2020-07-01,2023-06-30,,Low,Pneumonia
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-HF-HRRP,1.007,17.2551,17.1353,61.0,11.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,110146,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-PN-HRRP,1.0005,15.3495,15.3411,104.0,16.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-HF-HRRP,0.932,18.2659,19.5981,98.0,13.0,2020-07-01,2023-06-30,,Low,Heart Failure
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-COPD-HRRP,1.025,18.2847,17.8386,,,2020-07-01,2023-06-30,,Elevated,COPD
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
NAVICENT HEALTH BALDWIN,110150,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
HOUSTON HEALTHCARE,110153,GA,READM-30-PN-HRRP,0.9658,14.4383,14.9503,99.0,12.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
HOUSTON HEALTHCARE,110153,GA,READM-30-HIP-KNEE-HRRP,1.0868,4.4665,4.1099,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
HOUSTON HEALTHCARE,110153,GA,READM-30-HF-HRRP,0.9804,19.1101,19.4915,70.0,12.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
HOUSTON HEALTHCARE,110153,GA,READM-30-COPD-HRRP,0.9814,17.4791,17.8112,,,2020-07-01,2023-06-30,,Moderate,COPD
HOUSTON HEALTHCARE,110153,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
HOUSTON HEALTHCARE,110153,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
NORTHSIDE HOSPITAL,110161,GA,READM-30-PN-HRRP,1.0305,16.4093,15.9234,402.0,68.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
NORTHSIDE HOSPITAL,110161,GA,READM-30-HIP-KNEE-HRRP,0.9536,4.0377,4.2342,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
NORTHSIDE HOSPITAL,110161,GA,READM-30-HF-HRRP,0.9908,18.7366,18.9105,329.0,61.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
NORTHSIDE HOSPITAL,110161,GA,READM-30-COPD-HRRP,1.133,18.7465,16.5459,72.0,21.0,2020-07-01,2023-06-30,,High,COPD
NORTHSIDE HOSPITAL,110161,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,1,,CABG
NORTHSIDE HOSPITAL,110161,GA,READM-30-AMI-HRRP,1.0495,12.6635,12.0657,,,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-PN-HRRP,1.0273,17.8438,17.3699,253.0,47.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-HF-HRRP,1.048,21.3337,20.3571,214.0,49.0,2020-07-01,2023-06-30,,High,Heart Failure
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-COPD-HRRP,0.9574,15.9926,16.7048,85.0,11.0,2020-07-01,2023-06-30,,Moderate,COPD
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-CABG-HRRP,1.0091,12.4165,12.3039,,,2020-07-01,2023-06-30,,Elevated,CABG
"COLISEUM MEDICAL CENTERS, LLC, DBA",110164,GA,READM-30-AMI-HRRP,0.9371,13.4139,14.3143,135.0,15.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-PN-HRRP,0.9945,15.8912,15.9796,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-HF-HRRP,0.9785,18.6362,19.0458,94.0,16.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
ADVENTHEALTH REDMOND,110168,GA,READM-30-PN-HRRP,1.0081,18.2188,18.0727,458.0,84.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
ADVENTHEALTH REDMOND,110168,GA,READM-30-HIP-KNEE-HRRP,1.1119,6.2453,5.6168,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
ADVENTHEALTH REDMOND,110168,GA,READM-30-HF-HRRP,0.9462,19.7762,20.9009,662.0,127.0,2020-07-01,2023-06-30,,Low,Heart Failure
ADVENTHEALTH REDMOND,110168,GA,READM-30-COPD-HRRP,1.0341,21.4767,20.7679,125.0,29.0,2020-07-01,2023-06-30,,Elevated,COPD
ADVENTHEALTH REDMOND,110168,GA,READM-30-CABG-HRRP,1.0239,12.4698,12.1788,122.0,16.0,2020-07-01,2023-06-30,,Elevated,CABG
ADVENTHEALTH REDMOND,110168,GA,READM-30-AMI-HRRP,1.0461,16.0584,15.3505,366.0,61.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
DOCTORS HOSPITAL,110177,GA,READM-30-PN-HRRP,0.9828,16.6727,16.9639,283.0,46.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
DOCTORS HOSPITAL,110177,GA,READM-30-HIP-KNEE-HRRP,1.1602,7.3047,6.2962,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
DOCTORS HOSPITAL,110177,GA,READM-30-HF-HRRP,1.082,21.6454,20.0058,214.0,52.0,2020-07-01,2023-06-30,,High,Heart Failure
DOCTORS HOSPITAL,110177,GA,READM-30-COPD-HRRP,0.9758,18.4697,18.9277,84.0,14.0,2020-07-01,2023-06-30,,Moderate,COPD
DOCTORS HOSPITAL,110177,GA,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
DOCTORS HOSPITAL,110177,GA,READM-30-AMI-HRRP,0.9259,13.4434,14.5201,,,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
WELLSTAR DOUGLAS MEDICAL CENTER,110184,GA,READM-30-PN-HRRP,0.9421,15.3171,16.2584,209.0,28.0,2020-07-01,2023-06-30,,Low,Pneumonia
WELLSTAR DOUGLAS MEDICAL CENTER,110184,GA,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
WELLSTAR DOUGLAS MEDICAL CENTER,110184,GA,READM-30-HF-HRRP,0.8885,17.8992,20.1446,303.0,46.0,2020-07-01,2023-06-30,,Low,Heart Failure
WELLSTAR DOUGLAS MEDICAL CENTER,110184,GA,READM-30-COPD-HRRP,1.0329,19.9128,19.2784,55.0,13.0,2020-07-01,2023-06-30,,Elevated,COPD
