facility_name,facility_id,state,condition,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,readmit_rate_calc,delta_pred_exp,ratio_pred_exp,risk_band,high_risk,low_risk,volume_band,score_z_condition,score_z_state,start_date,end_date,period_days,period_years,footnote
GRAHAM HOSPITAL ASSOCIATION,140001,IL,Heart Failure,READM-30-HF-HRRP,19.0164,19.0164,17.8282,87.0,21.0,0.2413793103448276,1.188200000000002,1.0666472218171212,High,1,0,Low Volume,-0.22877075668526992,0.6271981462770954,2020-07-01,2023-06-30,1094,2.9952087611225187,
GRAHAM HOSPITAL ASSOCIATION,140001,IL,COPD,READM-30-COPD-HRRP,16.0892,16.0892,15.4438,72.0,14.0,0.19444444444444445,0.6454000000000022,1.04179023297375,Elevated,1,0,Low Volume,-1.0410540608594712,0.059672980830620864,2020-07-01,2023-06-30,1094,2.9952087611225187,
GRAHAM HOSPITAL ASSOCIATION,140001,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GRAHAM HOSPITAL ASSOCIATION,140001,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ALTON MEMORIAL HOSPITAL,140002,IL,Pneumonia,READM-30-PN-HRRP,18.2357,18.2357,16.0464,292.0,62.0,0.21232876712328766,2.189300000000003,1.1364355867982852,Elevated,1,0,High Volume,1.1712021369176928,0.47583612910571577,2020-07-01,2023-06-30,1094,2.9952087611225187,
ALTON MEMORIAL HOSPITAL,140002,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.24,5.24,5.3438,,,,-0.10379999999999967,0.9805756203450728,Low,1,0,,0.1677382149236042,-2.04376854177183,2020-07-01,2023-06-30,1094,2.9952087611225187,
ALTON MEMORIAL HOSPITAL,140002,IL,Heart Failure,READM-30-HF-HRRP,22.5154,22.5154,20.4225,324.0,80.0,0.24691358024691357,2.0929,1.1024801077243236,High,1,0,High Volume,1.5580029818711816,1.3055838233395491,2020-07-01,2023-06-30,1094,2.9952087611225187,
ALTON MEMORIAL HOSPITAL,140002,IL,COPD,READM-30-COPD-HRRP,20.2636,20.2636,19.9871,124.0,26.0,0.20967741935483872,0.27649999999999864,1.0138339228802578,High,1,0,Low Volume,0.9199229060152587,0.8690051243943552,2020-07-01,2023-06-30,1094,2.9952087611225187,
ALTON MEMORIAL HOSPITAL,140002,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ALTON MEMORIAL HOSPITAL,140002,IL,Acute MI,READM-30-AMI-HRRP,13.0383,13.0383,12.849,,,,0.18929999999999936,1.0147326640205463,Moderate,1,0,,-0.2563994987633844,-0.5318351249567018,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,Pneumonia,READM-30-PN-HRRP,18.1965,18.1965,17.1065,636.0,120.0,0.18867924528301888,1.0899999999999999,1.0637184695875836,Elevated,1,0,High Volume,1.1509079699933653,0.4682360380680339,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.3052,4.3052,4.5722,,,,-0.26699999999999946,0.941603604391759,Low,1,0,,-0.627387186340635,-2.2250074474357286,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,Heart Failure,READM-30-HF-HRRP,22.9344,22.9344,20.0287,777.0,188.0,0.24195624195624196,2.9056999999999995,1.145076814770804,High,1,0,High Volume,1.77196645613673,1.3868194902984425,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,COPD,READM-30-COPD-HRRP,20.2345,20.2345,18.3508,197.0,46.0,0.233502538071066,1.883700000000001,1.1026494757721734,High,1,0,Medium Volume,0.9062528145683312,0.863363220078117,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,CABG,READM-30-CABG-HRRP,10.4318,10.4318,10.3895,,,,0.04230000000000089,1.004071418258819,Low,1,0,,-0.16876571273250773,-1.0371830150005101,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,Acute MI,READM-30-AMI-HRRP,15.7866,15.7866,14.3195,229.0,41.0,0.17903930131004367,1.4671000000000003,1.1024546946471594,Moderate,1,0,Medium Volume,1.1056272696077576,0.0010049311366798117,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,Pneumonia,READM-30-PN-HRRP,18.1587,18.1587,16.2859,179.0,40.0,0.22346368715083798,1.872799999999998,1.1149951798795275,Elevated,1,0,Medium Volume,1.1313385947449066,0.4609073788531264,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.0352,5.0352,4.2957,,,,0.7394999999999996,1.1721488930791255,Low,1,0,,-0.006461273928467463,-2.0834751398462488,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,Heart Failure,READM-30-HF-HRRP,22.0767,22.0767,20.3702,309.0,74.0,0.23948220064724918,1.7064999999999984,1.0837743370217277,High,1,0,High Volume,1.3339796497463696,1.2205287228744737,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,COPD,READM-30-COPD-HRRP,20.0472,20.0472,19.8116,116.0,24.0,0.20689655172413793,0.23560000000000159,1.011892022855297,High,1,0,Low Volume,0.8182662809597556,0.8270495197883778,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,140008,IL,Acute MI,READM-30-AMI-HRRP,16.5894,16.5894,14.6566,84.0,20.0,0.23809523809523808,1.932800000000002,1.1318723305541531,Elevated,1,0,Low Volume,1.503485978499929,0.15665169351042627,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,Pneumonia,READM-30-PN-HRRP,16.3649,16.3649,15.9544,1621.0,267.0,0.16471314003701418,0.410499999999999,1.0257295793010077,Elevated,1,0,High Volume,0.20267337462098098,0.11312566192982534,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.8155,4.8155,5.3798,798.0,37.0,0.046365914786967416,-0.5643000000000002,0.8951076248187665,Low,1,0,High Volume,-0.1933344560612798,-2.12607054803448,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,Heart Failure,READM-30-HF-HRRP,20.8526,20.8526,19.2932,1911.0,404.0,0.21140763997906856,1.5594000000000001,1.080826405158294,High,1,0,High Volume,0.7088897002273776,0.9832003698329904,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,COPD,READM-30-COPD-HRRP,19.5915,19.5915,19.912,286.0,55.0,0.19230769230769232,-0.3204999999999991,0.9839041783848935,High,1,0,High Volume,0.604195467476425,0.7386984614753282,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,CABG,READM-30-CABG-HRRP,8.8124,8.8124,9.2754,,,,-0.4629999999999992,0.9500830152877505,Low,1,0,,-1.2655671569386744,-1.351152082001064,2020-07-01,2023-06-30,1094,2.9952087611225187,
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,140010,IL,Acute MI,READM-30-AMI-HRRP,13.949,13.949,13.4969,512.0,73.0,0.142578125,0.4520999999999997,1.0334965806963081,Moderate,1,0,High Volume,0.194933244370771,-0.3552687242419899,2020-07-01,2023-06-30,1094,2.9952087611225187,
HERRIN HOSPITAL,140011,IL,Pneumonia,READM-30-PN-HRRP,18.5643,18.5643,16.2661,382.0,80.0,0.2094240837696335,2.298199999999998,1.1412877087931341,Elevated,1,0,High Volume,1.3413210974109029,0.5395450555083225,2020-07-01,2023-06-30,1094,2.9952087611225187,
HERRIN HOSPITAL,140011,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.8052,5.8052,5.1408,214.0,14.0,0.06542056074766354,0.6644000000000005,1.1292405851229381,Low,1,0,Medium Volume,0.6484879761501209,-1.9341876373203584,2020-07-01,2023-06-30,1094,2.9952087611225187,
HERRIN HOSPITAL,140011,IL,Heart Failure,READM-30-HF-HRRP,21.807,21.807,20.7119,336.0,77.0,0.22916666666666666,1.0950999999999986,1.0528729860611532,High,1,0,High Volume,1.196256621084273,1.16823932101573,2020-07-01,2023-06-30,1094,2.9952087611225187,
HERRIN HOSPITAL,140011,IL,COPD,READM-30-COPD-HRRP,18.9024,18.9024,17.9382,237.0,48.0,0.20253164556962025,0.9642000000000017,1.0537512124962372,High,1,0,Medium Volume,0.28048206486206695,0.6050958407083271,2020-07-01,2023-06-30,1094,2.9952087611225187,
HERRIN HOSPITAL,140011,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
HERRIN HOSPITAL,140011,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,Pneumonia,READM-30-PN-HRRP,15.2312,15.2312,15.0879,160.0,25.0,0.15625,0.14329999999999998,1.0094976769464272,Moderate,1,0,Medium Volume,-0.3842525703307937,-0.10667595055537142,2020-07-01,2023-06-30,1094,2.9952087611225187,
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,Heart Failure,READM-30-HF-HRRP,18.8101,18.8101,18.4381,184.0,36.0,0.1956521739130435,0.3719999999999999,1.0201756146240664,High,1,0,Medium Volume,-0.334118405231769,0.587200728392561,2020-07-01,2023-06-30,1094,2.9952087611225187,
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,COPD,READM-30-COPD-HRRP,16.4375,16.4375,16.7163,73.0,11.0,0.1506849315068493,-0.2788000000000004,0.9833216680724801,Elevated,1,0,Low Volume,-0.8774357498297506,0.12720134073940953,2020-07-01,2023-06-30,1094,2.9952087611225187,
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
KATHERINE SHAW BETHEA HOSPITAL,140012,IL,Acute MI,READM-30-AMI-HRRP,13.1267,13.1267,12.4022,94.0,15.0,0.1595744680851064,0.724499999999999,1.058417055038622,Moderate,1,0,Low Volume,-0.21258944661332474,-0.514696144147236,2020-07-01,2023-06-30,1094,2.9952087611225187,
PROCTOR HOSPITAL,140013,IL,Pneumonia,READM-30-PN-HRRP,15.1797,15.1797,15.5486,195.0,28.0,0.14358974358974358,-0.3689,0.9762743912635221,Moderate,1,0,Medium Volume,-0.4109145498359677,-0.11666076403599894,2020-07-01,2023-06-30,1094,2.9952087611225187,
PROCTOR HOSPITAL,140013,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
PROCTOR HOSPITAL,140013,IL,Heart Failure,READM-30-HF-HRRP,18.63,18.63,18.2235,228.0,44.0,0.19298245614035087,0.40649999999999764,1.0223063626635935,High,1,0,Medium Volume,-0.4260869534781297,0.5522829631913756,2020-07-01,2023-06-30,1094,2.9952087611225187,
PROCTOR HOSPITAL,140013,IL,COPD,READM-30-COPD-HRRP,18.1523,18.1523,18.202,,,,-0.04970000000000141,0.9972695308207888,Elevated,1,0,,-0.07188685590564453,0.45966654766330095,2020-07-01,2023-06-30,1094,2.9952087611225187,
PROCTOR HOSPITAL,140013,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PROCTOR HOSPITAL,140013,IL,Acute MI,READM-30-AMI-HRRP,12.2355,12.2355,11.8589,,,,0.3765999999999998,1.0317567396638812,Low,1,0,,-0.6542582076555549,-0.6874818873304479,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,Pneumonia,READM-30-PN-HRRP,18.0559,18.0559,16.6526,811.0,152.0,0.187422934648582,1.4033000000000015,1.0842691231399302,Elevated,1,0,High Volume,1.0781181774025397,0.44097652786655334,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,7.5323,7.5323,7.2637,,,,0.26860000000000017,1.0369783994383028,Low,1,0,,2.1175306382419774,-1.599337707953521,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,Heart Failure,READM-30-HF-HRRP,20.1437,20.1437,20.8354,702.0,139.0,0.198005698005698,-0.6917000000000009,0.9668016932720274,High,1,0,High Volume,0.3468880130988642,0.8457589275724664,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,COPD,READM-30-COPD-HRRP,17.769,17.769,19.279,231.0,36.0,0.15584415584415584,-1.5100000000000016,0.9216764354997665,Elevated,1,0,Medium Volume,-0.25194685767909414,0.38535239218515294,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,CABG,READM-30-CABG-HRRP,9.7925,9.7925,10.4485,134.0,11.0,0.08208955223880597,-0.6559999999999988,0.9372158683064555,Low,1,0,Low Volume,-0.6017564273681768,-1.161130418071681,2020-07-01,2023-06-30,1094,2.9952087611225187,
BLESSING HOSPITAL,140015,IL,Acute MI,READM-30-AMI-HRRP,11.5526,11.5526,13.1544,243.0,22.0,0.09053497942386832,-1.6018000000000008,0.8782308581159155,Low,1,0,Medium Volume,-0.992695816403018,-0.8198824528823055,2020-07-01,2023-06-30,1094,2.9952087611225187,
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,Pneumonia,READM-30-PN-HRRP,17.2176,17.2176,17.1974,,,,0.02020000000000266,1.0011745961598848,Elevated,1,0,,0.6441232760590861,0.2784470299867433,2020-07-01,2023-06-30,1094,2.9952087611225187,
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,Heart Failure,READM-30-HF-HRRP,22.8495,22.8495,22.6429,124.0,29.0,0.23387096774193547,0.20659999999999812,1.009124272950903,High,1,0,Low Volume,1.7286120433320873,1.3703590890459125,2020-07-01,2023-06-30,1094,2.9952087611225187,
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,COPD,READM-30-COPD-HRRP,23.3146,23.3146,21.8811,38.0,13.0,0.34210526315789475,1.4334999999999987,1.0655131597588785,High,1,0,Low Volume,2.3531685762756074,1.4605326181690181,2020-07-01,2023-06-30,1094,2.9952087611225187,
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,Acute MI,READM-30-AMI-HRRP,17.193,17.193,17.0458,,,,0.14720000000000155,1.0086355583193516,Elevated,1,0,,1.8026233934068976,0.27367758510085133,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,Pneumonia,READM-30-PN-HRRP,16.7682,16.7682,16.8718,414.0,69.0,0.16666666666666666,-0.10360000000000014,0.9938595763344753,Elevated,1,0,High Volume,0.4114651481051935,0.1913174148761782,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.0611,4.0611,4.2586,335.0,13.0,0.03880597014925373,-0.19750000000000068,0.953623256469262,Low,1,0,High Volume,-0.8350146044499642,-2.27233352453517,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,Heart Failure,READM-30-HF-HRRP,19.9395,19.9395,19.3709,406.0,83.0,0.2044334975369458,0.5686,1.0293533083129849,High,1,0,High Volume,0.24261273518711002,0.806168657422094,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,COPD,READM-30-COPD-HRRP,17.9836,17.9836,18.5755,139.0,23.0,0.16546762589928057,-0.5919000000000025,0.9681354472288766,Elevated,1,0,Medium Volume,-0.15113580529041104,0.4269590130189921,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,CABG,READM-30-CABG-HRRP,10.2523,10.2523,10.0522,,,,0.20010000000000083,1.0199060902091086,Low,1,0,,-0.2903390480634993,-1.0719844522776496,2020-07-01,2023-06-30,1094,2.9952087611225187,
COPLEY MEMORIAL HOSPITAL,140029,IL,Acute MI,READM-30-AMI-HRRP,13.0416,13.0416,12.759,153.0,21.0,0.13725490196078433,0.2826000000000004,1.022149071243828,Moderate,1,0,Medium Volume,-0.254764055640135,-0.5311953213744478,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE SHERMAN HOSPITAL,140030,IL,Pneumonia,READM-30-PN-HRRP,17.1648,17.1648,16.2759,445.0,80.0,0.1797752808988764,0.8888999999999996,1.0546144913645328,Elevated,1,0,High Volume,0.6167882757120328,0.26821017267068203,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE SHERMAN HOSPITAL,140030,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ADVOCATE SHERMAN HOSPITAL,140030,IL,Heart Failure,READM-30-HF-HRRP,19.0292,19.0292,19.5955,715.0,134.0,0.1874125874125874,-0.5663000000000018,0.9711005077696409,High,1,0,High Volume,-0.2222344023401656,0.6296798086567463,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE SHERMAN HOSPITAL,140030,IL,COPD,READM-30-COPD-HRRP,19.0153,19.0153,18.6929,189.0,37.0,0.19576719576719576,0.32239999999999824,1.0172471901096136,High,1,0,Medium Volume,0.3335182615754046,0.626984878416344,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE SHERMAN HOSPITAL,140030,IL,CABG,READM-30-CABG-HRRP,11.1395,11.1395,9.7589,,,,1.3805999999999994,1.1414708624947483,Low,1,0,,0.3105515541964183,-0.8999742285880785,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE SHERMAN HOSPITAL,140030,IL,Acute MI,READM-30-AMI-HRRP,12.6158,12.6158,11.9783,155.0,22.0,0.14193548387096774,0.6374999999999993,1.0532212417454896,Moderate,1,0,Medium Volume,-0.4657857774217575,-0.6137493714725311,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,Pneumonia,READM-30-PN-HRRP,15.5031,15.5031,15.7751,272.0,41.0,0.15073529411764705,-0.27200000000000024,0.9827576370355814,Moderate,1,0,Medium Volume,-0.2434876727102698,-0.0539600129751252,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,Heart Failure,READM-30-HF-HRRP,22.4359,22.4359,20.0272,338.0,84.0,0.2485207100591716,2.4086999999999996,1.1202714308540385,High,1,0,High Volume,1.5174060935558809,1.2901703734034344,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,COPD,READM-30-COPD-HRRP,17.3398,17.3398,17.7652,95.0,15.0,0.15789473684210525,-0.4253999999999998,0.9760543084232094,Elevated,1,0,Low Volume,-0.45356896245645867,0.30213915051747536,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ST ANTHONYS MEMORIAL HOSPITAL,140032,IL,Acute MI,READM-30-AMI-HRRP,17.9628,17.9628,17.0434,,,,0.9194000000000031,1.053944635460061,Elevated,1,0,,2.18412767106658,0.4229263116520594,2020-07-01,2023-06-30,1094,2.9952087611225187,
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,Pneumonia,READM-30-PN-HRRP,18.0934,18.0934,16.218,329.0,67.0,0.20364741641337386,1.875399999999999,1.1156369466025404,Elevated,1,0,High Volume,1.0975322401490248,0.44824702311943715,2020-07-01,2023-06-30,1094,2.9952087611225187,
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,Heart Failure,READM-30-HF-HRRP,19.6303,19.6303,19.2158,135.0,28.0,0.2074074074074074,0.41449999999999676,1.0215707907034834,High,1,0,Low Volume,0.08471892553816573,0.7462210005636455,2020-07-01,2023-06-30,1094,2.9952087611225187,
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,COPD,READM-30-COPD-HRRP,19.8471,19.8471,18.366,137.0,32.0,0.23357664233576642,1.4811000000000014,1.080643580529239,High,1,0,Low Volume,0.7242667861649033,0.7882541571189875,2020-07-01,2023-06-30,1094,2.9952087611225187,
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CGH MEDICAL CENTER,140043,IL,Pneumonia,READM-30-PN-HRRP,14.1197,14.1197,14.2374,188.0,26.0,0.13829787234042554,-0.11769999999999925,0.9917330411451529,Moderate,1,0,Medium Volume,-0.9596853901366486,-0.3221734298508607,2020-07-01,2023-06-30,1094,2.9952087611225187,
CGH MEDICAL CENTER,140043,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.064,4.064,4.1502,,,,-0.08619999999999983,0.9792299166305238,Low,1,0,,-0.8325479124691485,-2.2717712729022805,2020-07-01,2023-06-30,1094,2.9952087611225187,
CGH MEDICAL CENTER,140043,IL,Heart Failure,READM-30-HF-HRRP,19.5004,19.5004,18.6276,199.0,42.0,0.21105527638190955,0.872799999999998,1.0468552041057355,High,1,0,Medium Volume,0.018385141989014045,0.7210360050076545,2020-07-01,2023-06-30,1094,2.9952087611225187,
CGH MEDICAL CENTER,140043,IL,COPD,READM-30-COPD-HRRP,15.6385,15.6385,16.114,120.0,17.0,0.14166666666666666,-0.47550000000000026,0.970491498076207,Moderate,1,0,Low Volume,-1.2527760613794126,-0.02770867811537765,2020-07-01,2023-06-30,1094,2.9952087611225187,
CGH MEDICAL CENTER,140043,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
CGH MEDICAL CENTER,140043,IL,Acute MI,READM-30-AMI-HRRP,13.6053,13.6053,13.0671,74.0,12.0,0.16216216216216217,0.5381999999999998,1.0411874096012121,Moderate,1,0,Low Volume,0.024599365140278825,-0.42190523673309177,2020-07-01,2023-06-30,1094,2.9952087611225187,
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,Pneumonia,READM-30-PN-HRRP,17.5343,17.5343,17.2064,369.0,66.0,0.17886178861788618,0.3279000000000032,1.0190568625627676,Elevated,1,0,High Volume,0.8080815073074126,0.33984878589576867,2020-07-01,2023-06-30,1094,2.9952087611225187,
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.1983,4.1983,4.7364,370.0,14.0,0.03783783783783784,-0.5381,0.8863905075584833,Low,1,0,High Volume,-0.7183145562541431,-2.245733205903284,2020-07-01,2023-06-30,1094,2.9952087611225187,
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,Heart Failure,READM-30-HF-HRRP,20.5823,20.5823,20.5427,320.0,66.0,0.20625,0.03960000000000008,1.0019276920755305,High,1,0,High Volume,0.570860279955355,0.9307946400502008,2020-07-01,2023-06-30,1094,2.9952087611225187,
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,COPD,READM-30-COPD-HRRP,20.7624,20.7624,19.2552,107.0,27.0,0.2523364485981308,1.507200000000001,1.078274959491462,High,1,0,Low Volume,1.1542404872430074,0.9657124052513862,2020-07-01,2023-06-30,1094,2.9952087611225187,
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,Acute MI,READM-30-AMI-HRRP,14.4085,14.4085,13.1829,234.0,38.0,0.1623931623931624,1.2256,1.0929689218608956,Moderate,1,0,Medium Volume,0.42265630956254047,-0.2661809224099814,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE TRINITY HOSPITAL,140048,IL,Pneumonia,READM-30-PN-HRRP,19.6888,19.6888,18.1319,250.0,55.0,0.22,1.5568999999999988,1.0858652430247242,High,1,0,Medium Volume,1.9234841256355404,0.7575629731581454,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE TRINITY HOSPITAL,140048,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ADVOCATE TRINITY HOSPITAL,140048,IL,Heart Failure,READM-30-HF-HRRP,23.1026,23.1026,21.8799,606.0,144.0,0.2376237623762376,1.2226999999999997,1.0558823394988095,High,1,0,High Volume,1.8578582374528756,1.419430085006046,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE TRINITY HOSPITAL,140048,IL,COPD,READM-30-COPD-HRRP,22.91,22.91,20.0174,132.0,39.0,0.29545454545454547,2.8926000000000016,1.1445042812752906,High,1,0,Low Volume,2.1631026312781194,1.3820888213872327,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVOCATE TRINITY HOSPITAL,140048,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
